Algorithm , Instance , Model Solution Cost, Root Lower Bound , Root Gap (%), Root Time (s) , Time (s), K , Deterministic Cost , Model Recourse Cost , Optimal Recourse Cost , Classical Recourse Cost , Upper Bound , Lower Bound , Gap (%) , Node Count , CVRPSEP Cuts , CVRPSEP Time (s) , Partial Route Cuts , Partial Route Time (s) , Parada Cuts , Parada Time (s) , SRI Cuts , SRI Time (s) , Aggregated SRI Cuts , Aggregated SRI Time (s) , Solved
Parada , ./data/Jabali/k2/60_2_0.95_1_5.svrp , 683.933 , 674.679 , 1.35296 , 0.087 , 3.014 , 2 , 673.87 , 10.063 , 10.063 , 13.9368 , 683.933 , 683.933 , 0 , 622 , 378 , 0.291145 , 0 , 0 , 58 , 0.948601 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k2/60_2_0.95_1_5.svrp , 683.933 , 675.382 , 1.25018 , 0.206 , 3.146 , 2 , 673.87 , 10.063 , 10.063 , 13.9368 , 683.933 , 683.933 , 0 , 622 , 341 , 0.284194 , 0 , 0 , 54 , 1.07332 , 21 , 0.053451 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k2/60_2_0.95_1_5.svrp , 683.933 , 676.091 , 1.14658 , 0.208 , 1.114 , 2 , 673.87 , 10.063 , 10.063 , 13.9368 , 683.933 , 683.933 , 0 , 252 , 176 , 0.101578 , 0 , 0 , 26 , 0.440587 , 21 , 0.053821 , 0 , 0 , 1
Parada , ./data/Jabali/k2/60_2_0.95_1_6.svrp , 663.395 , 646.359 , 2.56799 , 0.025 , 1.276 , 2 , 646.656 , 16.7396 , 16.7396 , 19.5961 , 663.395 , 663.395 , 0 , 419 , 226 , 0.14142 , 0 , 0 , 29 , 0.485367 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k2/60_2_0.95_1_6.svrp , 663.395 , 649.262 , 2.13039 , 1.263 , 4.226 , 2 , 646.656 , 16.7396 , 16.7396 , 19.5961 , 663.395 , 663.395 , 0 , 594 , 317 , 0.506852 , 0 , 0 , 33 , 1.17514 , 145 , 0.510142 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k2/60_2_0.95_1_6.svrp , 663.395 , 652.366 , 1.66255 , 1.023 , 8.351 , 2 , 646.656 , 16.7396 , 16.7396 , 19.5961 , 663.395 , 663.395 , 0 , 923 , 562 , 0.711239 , 0 , 0 , 114 , 1.68547 , 145 , 0.410125 , 0 , 0 , 1
Parada , ./data/Jabali/k2/60_2_0.95_1_7.svrp , 656.881 , 636.17 , 3.15295 , 0.075 , 23.209 , 2 , 638.939 , 17.9421 , 17.9421 , 24.2352 , 656.881 , 656.881 , 0 , 4759 , 879 , 2.22011 , 0 , 0 , 652 , 6.58559 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k2/60_2_0.95_1_7.svrp , 656.881 , 641.283 , 2.37447 , 1.415 , 21.542 , 2 , 638.939 , 17.9421 , 17.9421 , 24.2352 , 656.881 , 656.881 , 0 , 3977 , 735 , 1.75913 , 0 , 0 , 461 , 6.18758 , 185 , 0.558647 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k2/60_2_0.95_1_7.svrp , 656.881 , 644.368 , 1.90494 , 1.403 , 17.352 , 2 , 638.939 , 17.9421 , 17.9421 , 24.2352 , 656.881 , 656.881 , 0 , 2681 , 750 , 1.21231 , 0 , 0 , 461 , 4.10388 , 185 , 0.55162 , 0 , 0 , 1
Parada , ./data/Jabali/k2/60_2_0.95_1_8.svrp , 697.211 , 681.649 , 2.23203 , 0.104 , 10.559 , 2 , 688.934 , 8.27709 , 8.27709 , 9.83454 , 697.211 , 697.211 , 0 , 1061 , 657 , 0.648588 , 0 , 0 , 142 , 1.61749 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k2/60_2_0.95_1_8.svrp , 697.211 , 685.075 , 1.74063 , 0.326 , 12.691 , 2 , 688.934 , 8.27709 , 8.27709 , 9.83454 , 697.211 , 697.211 , 0 , 1054 , 724 , 0.8693 , 0 , 0 , 129 , 2.16229 , 41 , 0.089237 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k2/60_2_0.95_1_8.svrp , 697.211 , 686.024 , 1.60463 , 0.3 , 12.061 , 2 , 688.934 , 8.27709 , 8.27709 , 9.83454 , 697.211 , 697.211 , 0 , 824 , 625 , 0.513703 , 0 , 0 , 79 , 1.2265 , 41 , 0.074954 , 0 , 0 , 1
Parada , ./data/Jabali/k2/60_2_0.95_1_9.svrp , 644.045 , 629.966 , 2.18606 , 0.088 , 14.068 , 2 , 631.711 , 12.3338 , 12.3338 , 14.445 , 644.045 , 644.045 , 0 , 1828 , 430 , 0.675567 , 0 , 0 , 353 , 3.56349 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k2/60_2_0.95_1_9.svrp , 644.045 , 630.67 , 2.07669 , 0.306 , 3.323 , 2 , 631.711 , 12.3338 , 12.3338 , 14.445 , 644.045 , 644.045 , 0 , 779 , 310 , 0.281602 , 0 , 0 , 179 , 1.43867 , 30 , 0.102727 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k2/60_2_0.95_1_9.svrp , 644.045 , 631.478 , 1.95127 , 0.299 , 8.072 , 2 , 631.711 , 12.3338 , 12.3338 , 14.445 , 644.045 , 644.045 , 0 , 1080 , 370 , 0.450035 , 0 , 0 , 178 , 2.0748 , 30 , 0.101516 , 0 , 0 , 1
Parada , ./data/Jabali/k2/70_2_0.90_1_0.svrp , 701.383 , 696.665 , 0.672695 , 0.074 , 1.14 , 2 , 694.259 , 7.12412 , 7.12412 , 7.96308 , 701.383 , 701.383 , 0 , 291 , 171 , 0.093599 , 0 , 0 , 40 , 0.509709 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k2/70_2_0.90_1_0.svrp , 701.383 , 696.67 , 0.672023 , 0.2 , 0.944 , 2 , 694.259 , 7.12412 , 7.12412 , 7.96308 , 701.383 , 701.383 , 0 , 175 , 177 , 0.078873 , 0 , 0 , 27 , 0.303483 , 13 , 0.014457 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k2/70_2_0.90_1_0.svrp , 701.383 , 696.67 , 0.672023 , 0.21 , 0.98 , 2 , 694.259 , 7.12412 , 7.12412 , 7.96308 , 701.383 , 701.383 , 0 , 175 , 177 , 0.082171 , 0 , 0 , 27 , 0.3027 , 13 , 0.015953 , 0 , 0 , 1
Parada , ./data/Jabali/k2/70_2_0.90_1_1.svrp , 748.914 , 734.724 , 1.89468 , 0.062 , 9.143 , 2 , 746.799 , 2.11501 , 2.11501 , 2.58018 , 748.914 , 748.914 , 0 , 924 , 461 , 0.583099 , 0 , 0 , 69 , 0.843158 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k2/70_2_0.90_1_1.svrp , 748.914 , 735.018 , 1.85544 , 0.142 , 14.037 , 2 , 746.799 , 2.11501 , 2.11501 , 2.58018 , 748.914 , 748.914 , 0 , 1015 , 478 , 0.777862 , 0 , 0 , 95 , 1.21495 , 1 , 0.015047 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k2/70_2_0.90_1_1.svrp , 748.914 , 735.018 , 1.85544 , 0.119 , 11.841 , 2 , 746.799 , 2.11501 , 2.11501 , 2.58018 , 748.914 , 748.914 , 0 , 1015 , 478 , 0.633504 , 0 , 0 , 95 , 0.983475 , 1 , 0.012344 , 0 , 0 , 1
Parada , ./data/Jabali/k2/70_2_0.90_1_2.svrp , 642.423 , 638.199 , 0.657599 , 0.082 , 0.494 , 2 , 640.663 , 1.76 , 1.76 , 1.76 , 642.423 , 642.423 , 0 , 49 , 150 , 0.062475 , 0 , 0 , 2 , 0.083148 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k2/70_2_0.90_1_2.svrp , 642.423 , 640.166 , 0.351328 , 0.19 , 0.639 , 2 , 640.663 , 1.76 , 1.76 , 1.76 , 642.423 , 642.423 , 0 , 49 , 178 , 0.077277 , 0 , 0 , 2 , 0.059309 , 11 , 0.024258 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k2/70_2_0.90_1_2.svrp , 642.423 , 641.174 , 0.194412 , 0.196 , 0.458 , 2 , 640.663 , 1.76 , 1.76 , 1.76 , 642.423 , 642.423 , 0 , 27 , 140 , 0.057563 , 0 , 0 , 0 , 0.048651 , 11 , 0.024195 , 0 , 0 , 1
Parada , ./data/Jabali/k2/70_2_0.90_1_3.svrp , 717.886 , 710.6 , 1.01482 , 0.04 , 1.209 , 2 , 715.399 , 2.48665 , 2.48665 , 2.48665 , 717.886 , 717.886 , 0 , 166 , 221 , 0.110921 , 0 , 0 , 68 , 0.413795 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k2/70_2_0.90_1_3.svrp , 717.886 , 708.614 , 1.29152 , 0.181 , 2.341 , 2 , 715.399 , 2.48665 , 2.48665 , 2.48665 , 717.886 , 717.886 , 0 , 386 , 313 , 0.251158 , 0 , 0 , 58 , 0.631617 , 10 , 0.048799 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k2/70_2_0.90_1_3.svrp , 717.886 , 708.784 , 1.2678 , 0.204 , 3.607 , 2 , 715.399 , 2.48665 , 2.48665 , 2.48665 , 717.886 , 717.886 , 0 , 519 , 372 , 0.329291 , 0 , 0 , 100 , 1.24214 , 10 , 0.051823 , 0 , 0 , 1
Parada , ./data/Jabali/k2/70_2_0.90_1_4.svrp , 705.283 , 693.073 , 1.7312 , 0.059 , 9.54 , 2 , 703.054 , 2.22809 , 2.22809 , 2.22809 , 705.283 , 705.283 , 0 , 1008 , 562 , 0.675794 , 0 , 0 , 86 , 2.01818 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k2/70_2_0.90_1_4.svrp , 705.283 , 694.151 , 1.57832 , 0.323 , 2.262 , 2 , 703.054 , 2.22809 , 2.22809 , 2.22809 , 705.283 , 705.283 , 0 , 349 , 321 , 0.253927 , 0 , 0 , 13 , 0.513139 , 32 , 0.063894 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k2/70_2_0.90_1_4.svrp , 705.283 , 695.318 , 1.4129 , 0.313 , 7.107 , 2 , 703.054 , 2.22809 , 2.22809 , 2.22809 , 705.283 , 705.283 , 0 , 752 , 359 , 0.680839 , 0 , 0 , 19 , 2.09723 , 32 , 0.062039 , 0 , 0 , 1
Parada , ./data/Jabali/k2/70_2_0.90_1_5.svrp , 724.547 , 720.999 , 0.489763 , 0.062 , 0.225 , 2 , 723.978 , 0.568818 , 0.568818 , 0.568818 , 724.547 , 724.547 , 0 , 1 , 112 , 0.029046 , 0 , 0 , 3 , 0.025828 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k2/70_2_0.90_1_5.svrp , 724.547 , 721.046 , 0.483169 , 0.128 , 0.297 , 2 , 723.978 , 0.568818 , 0.568818 , 0.568818 , 724.547 , 724.547 , 0 , 1 , 106 , 0.036125 , 0 , 0 , 0 , 0.02106 , 2 , 0.016268 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k2/70_2_0.90_1_5.svrp , 724.547 , 721.046 , 0.483169 , 0.105 , 0.248 , 2 , 723.978 , 0.568818 , 0.568818 , 0.568818 , 724.547 , 724.547 , 0 , 1 , 106 , 0.029472 , 0 , 0 , 0 , 0.016934 , 2 , 0.012824 , 0 , 0 , 1
Parada , ./data/Jabali/k2/70_2_0.90_1_6.svrp , 677.513 , 677.505 , 0.00104873 , 0.074 , 0.315 , 2 , 672.313 , 5.19948 , 5.19948 , 5.19948 , 677.513 , 677.513 , 0 , 1 , 113 , 0.03389 , 0 , 0 , 8 , 0.072116 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k2/70_2_0.90_1_6.svrp , 677.513 , 677.505 , 0.00104873 , 0.121 , 0.312 , 2 , 672.313 , 5.19948 , 5.19948 , 5.19948 , 677.513 , 677.513 , 0 , 1 , 113 , 0.031757 , 0 , 0 , 7 , 0.054413 , 1 , 0.010904 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k2/70_2_0.90_1_6.svrp , 677.513 , 677.505 , 0.00104873 , 0.144 , 0.371 , 2 , 672.313 , 5.19948 , 5.19948 , 5.19948 , 677.513 , 677.513 , 0 , 1 , 113 , 0.039564 , 0 , 0 , 7 , 0.067841 , 1 , 0.013594 , 0 , 0 , 1
Parada , ./data/Jabali/k2/70_2_0.90_1_7.svrp , 700.632 , 681.446 , 2.73843 , 0.075 , 3.968 , 2 , 696.8 , 3.83167 , 3.83167 , 4.01626 , 700.632 , 700.632 , 0 , 871 , 411 , 0.354517 , 0 , 0 , 90 , 0.708226 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k2/70_2_0.90_1_7.svrp , 700.632 , 682.684 , 2.56163 , 0.318 , 11.05 , 2 , 696.8 , 3.83167 , 3.83167 , 4.01626 , 700.632 , 700.632 , 0 , 1154 , 598 , 0.741519 , 0 , 0 , 120 , 1.00599 , 21 , 0.048653 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k2/70_2_0.90_1_7.svrp , 700.632 , 683.767 , 2.40709 , 0.307 , 4.01 , 2 , 696.8 , 3.83167 , 3.83167 , 4.01626 , 700.632 , 700.632 , 0 , 880 , 386 , 0.390095 , 0 , 0 , 64 , 0.596829 , 21 , 0.041471 , 0 , 0 , 1
Parada , ./data/Jabali/k2/70_2_0.90_1_8.svrp , 720.851 , 715.418 , 0.753746 , 0.07 , 2.068 , 2 , 719.815 , 1.03554 , 1.03554 , 1.03554 , 720.851 , 720.851 , 0 , 424 , 249 , 0.166185 , 0 , 0 , 68 , 0.951951 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k2/70_2_0.90_1_8.svrp , 720.851 , 715.418 , 0.753746 , 0.142 , 2.046 , 2 , 719.815 , 1.03554 , 1.03554 , 1.03554 , 720.851 , 720.851 , 0 , 336 , 250 , 0.199042 , 0 , 0 , 37 , 0.972103 , 1 , 0.010956 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k2/70_2_0.90_1_8.svrp , 720.851 , 715.418 , 0.753746 , 0.115 , 1.657 , 2 , 719.815 , 1.03554 , 1.03554 , 1.03554 , 720.851 , 720.851 , 0 , 336 , 250 , 0.160048 , 0 , 0 , 37 , 0.784718 , 1 , 0.00891 , 0 , 0 , 1
Parada , ./data/Jabali/k2/70_2_0.90_1_9.svrp , 769.459 , 767.215 , 0.291629 , 0.046 , 0.293 , 2 , 767.385 , 2.07431 , 2.07431 , 2.07431 , 769.459 , 769.459 , 0 , 33 , 105 , 0.027228 , 0 , 0 , 10 , 0.077792 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k2/70_2_0.90_1_9.svrp , 769.459 , 769.256 , 0.0263817 , 0.169 , 0.32 , 2 , 767.385 , 2.07431 , 2.07431 , 2.07431 , 769.459 , 769.459 , 0 , 1 , 103 , 0.033281 , 0 , 0 , 3 , 0.025398 , 25 , 0.025063 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k2/70_2_0.90_1_9.svrp , 769.459 , 769.456 , 0.000396787 , 0.2 , 0.36 , 2 , 767.385 , 2.07431 , 2.07431 , 2.07431 , 769.459 , 769.459 , 0 , 1 , 103 , 0.038151 , 0 , 0 , 3 , 0.027465 , 25 , 0.028621 , 0 , 0 , 1
Parada , ./data/Jabali/k2/70_2_0.93_1_0.svrp , 716.691 , 703.64 , 1.82106 , 0.078 , 3.584 , 2 , 705.969 , 10.7218 , 10.7218 , 10.8782 , 716.691 , 716.691 , 0 , 855 , 306 , 0.275288 , 0 , 0 , 94 , 1.57799 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k2/70_2_0.93_1_0.svrp , 716.691 , 704.99 , 1.63266 , 0.254 , 3.445 , 2 , 705.969 , 10.7218 , 10.7218 , 10.8782 , 716.691 , 716.691 , 0 , 746 , 281 , 0.242062 , 0 , 0 , 59 , 1.45318 , 31 , 0.063971 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k2/70_2_0.93_1_0.svrp , 716.691 , 711.038 , 0.788806 , 0.299 , 2.254 , 2 , 705.969 , 10.7218 , 10.7218 , 10.8782 , 716.691 , 716.691 , 0 , 380 , 208 , 0.162056 , 0 , 0 , 58 , 0.803833 , 31 , 0.077986 , 0 , 0 , 1
Parada , ./data/Jabali/k2/70_2_0.93_1_1.svrp , 695.635 , 694.666 , 0.139334 , 0.066 , 0.322 , 2 , 692.252 , 3.38284 , 3.38284 , 4.04729 , 695.635 , 695.635 , 0 , 4 , 121 , 0.037225 , 0 , 0 , 9 , 0.104766 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k2/70_2_0.93_1_1.svrp , 695.635 , 694.804 , 0.119487 , 0.12 , 0.444 , 2 , 692.252 , 3.38284 , 3.38284 , 4.04729 , 695.635 , 695.635 , 0 , 13 , 115 , 0.041133 , 0 , 0 , 15 , 0.172998 , 1 , 0.008121 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k2/70_2_0.93_1_1.svrp , 695.635 , 694.804 , 0.119487 , 0.14 , 0.514 , 2 , 692.252 , 3.38284 , 3.38284 , 4.04729 , 695.635 , 695.635 , 0 , 13 , 115 , 0.049252 , 0 , 0 , 15 , 0.204036 , 1 , 0.010246 , 0 , 0 , 1
Parada , ./data/Jabali/k2/70_2_0.93_1_2.svrp , 726.926 , 715.358 , 1.5914 , 0.07 , 10.861 , 2 , 714.875 , 12.0518 , 12.0518 , 12.3805 , 726.926 , 726.926 , 0 , 1103 , 533 , 0.734762 , 0 , 0 , 219 , 2.82275 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k2/70_2_0.93_1_2.svrp , 726.926 , 716.547 , 1.42784 , 0.226 , 8.725 , 2 , 714.875 , 12.0518 , 12.0518 , 12.3805 , 726.926 , 726.926 , 0 , 1135 , 354 , 0.579703 , 0 , 0 , 175 , 2.81918 , 21 , 0.068406 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k2/70_2_0.93_1_2.svrp , 726.926 , 716.746 , 1.40045 , 0.231 , 3.688 , 2 , 714.875 , 12.0518 , 12.0518 , 12.3805 , 726.926 , 726.926 , 0 , 803 , 282 , 0.339965 , 0 , 0 , 93 , 1.50246 , 21 , 0.068674 , 0 , 0 , 1
Parada , ./data/Jabali/k2/70_2_0.93_1_3.svrp , 770.839 , 764.144 , 0.868455 , 0.088 , 3.839 , 2 , 768.071 , 2.76774 , 2.76774 , 2.76774 , 770.839 , 770.839 , 0 , 864 , 363 , 0.321969 , 0 , 0 , 102 , 1.62156 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k2/70_2_0.93_1_3.svrp , 770.839 , 764.188 , 0.862748 , 0.301 , 2.44 , 2 , 768.071 , 2.76774 , 2.76774 , 2.76774 , 770.839 , 770.839 , 0 , 526 , 261 , 0.246888 , 0 , 0 , 83 , 0.948109 , 15 , 0.07924 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k2/70_2_0.93_1_3.svrp , 770.839 , 764.445 , 0.829487 , 0.317 , 3.662 , 2 , 768.071 , 2.76774 , 2.76774 , 2.76774 , 770.839 , 770.839 , 0 , 713 , 314 , 0.335168 , 0 , 0 , 109 , 1.53155 , 15 , 0.080449 , 0 , 0 , 1
Parada , ./data/Jabali/k2/70_2_0.93_1_4.svrp , 697.188 , 690.69 , 0.931999 , 0.055 , 1.365 , 2 , 695.082 , 2.10534 , 2.10534 , 2.92784 , 697.188 , 697.188 , 0 , 290 , 229 , 0.131187 , 0 , 0 , 49 , 0.427283 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k2/70_2_0.93_1_4.svrp , 697.188 , 691.779 , 0.775766 , 0.209 , 1.034 , 2 , 695.082 , 2.10534 , 2.10534 , 2.92784 , 697.188 , 697.188 , 0 , 125 , 147 , 0.096607 , 0 , 0 , 37 , 0.388042 , 19 , 0.040514 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k2/70_2_0.93_1_4.svrp , 697.188 , 692.045 , 0.737696 , 0.253 , 2.485 , 2 , 695.082 , 2.10534 , 2.10534 , 2.92784 , 697.188 , 697.188 , 0 , 325 , 268 , 0.218014 , 0 , 0 , 68 , 0.686684 , 19 , 0.04745 , 0 , 0 , 1
Parada , ./data/Jabali/k2/70_2_0.93_1_5.svrp , 750.03 , 736.548 , 1.79748 , 0.06 , 10.237 , 2 , 743.116 , 6.91413 , 6.91413 , 6.91413 , 750.03 , 750.03 , 0 , 1769 , 497 , 0.872327 , 0 , 0 , 206 , 4.17952 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k2/70_2_0.93_1_5.svrp , 750.03 , 738.835 , 1.49258 , 0.242 , 15.266 , 2 , 743.116 , 6.91413 , 6.91413 , 6.91413 , 750.03 , 750.03 , 0 , 1596 , 641 , 0.764762 , 0 , 0 , 199 , 3.57056 , 20 , 0.046725 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k2/70_2_0.93_1_5.svrp , 750.03 , 739.615 , 1.38857 , 0.296 , 15.144 , 2 , 743.116 , 6.91413 , 6.91413 , 6.91413 , 750.03 , 750.03 , 0 , 2611 , 494 , 0.920811 , 0 , 0 , 341 , 6.76447 , 20 , 0.05674 , 0 , 0 , 1
Parada , ./data/Jabali/k2/70_2_0.93_1_6.svrp , 679.683 , 672.523 , 1.05332 , 0.093 , 1.699 , 2 , 675.197 , 4.48603 , 4.48603 , 5.22938 , 679.683 , 679.683 , 0 , 314 , 179 , 0.104341 , 0 , 0 , 81 , 0.691339 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k2/70_2_0.93_1_6.svrp , 679.683 , 673.809 , 0.864108 , 0.322 , 3.22 , 2 , 675.197 , 4.48603 , 4.48603 , 4.7726 , 679.683 , 679.683 , 0 , 549 , 318 , 0.277335 , 0 , 0 , 93 , 0.792842 , 19 , 0.076919 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k2/70_2_0.93_1_6.svrp , 679.683 , 674.354 , 0.783951 , 0.324 , 1.591 , 2 , 675.197 , 4.48603 , 4.48603 , 4.7726 , 679.683 , 679.683 , 0 , 240 , 156 , 0.102241 , 0 , 0 , 62 , 0.56573 , 19 , 0.076082 , 0 , 0 , 1
Parada , ./data/Jabali/k2/70_2_0.93_1_7.svrp , 746.58 , 724.242 , 2.99208 , 0.069 , 34.083 , 2 , 738.395 , 8.18521 , 8.18521 , 8.66033 , 746.58 , 746.58 , 0 , 2706 , 1117 , 1.81856 , 0 , 0 , 493 , 5.96753 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k2/70_2_0.93_1_7.svrp , 746.58 , 725.457 , 2.8293 , 0.2 , 31.64 , 2 , 738.395 , 8.18521 , 8.18521 , 8.66033 , 746.58 , 746.58 , 0 , 3016 , 1080 , 2.15257 , 0 , 0 , 304 , 6.57553 , 12 , 0.04875 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k2/70_2_0.93_1_7.svrp , 746.58 , 725.814 , 2.78142 , 0.207 , 14.993 , 2 , 738.395 , 8.18521 , 8.18521 , 8.66033 , 746.58 , 746.58 , 0 , 1601 , 781 , 0.899072 , 0 , 0 , 225 , 3.47207 , 12 , 0.049594 , 0 , 0 , 1
Parada , ./data/Jabali/k2/70_2_0.93_1_8.svrp , 727.555 , 706.608 , 2.87898 , 0.053 , 138.019 , 2 , 720.592 , 6.96251 , 6.96251 , 7.046 , 727.555 , 727.555 , 0 , 11187 , 1890 , 11.5388 , 0 , 0 , 1199 , 25.38 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k2/70_2_0.93_1_8.svrp , 727.555 , 706.647 , 2.87369 , 0.139 , 101.074 , 2 , 720.592 , 6.96251 , 6.96251 , 7.046 , 727.555 , 727.555 , 0 , 9567 , 1660 , 7.59716 , 0 , 0 , 878 , 19.0201 , 5 , 0.035298 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k2/70_2_0.93_1_8.svrp , 727.555 , 706.647 , 2.87369 , 0.137 , 101.462 , 2 , 720.592 , 6.96251 , 6.96251 , 7.046 , 727.555 , 727.555 , 0 , 9567 , 1660 , 7.59892 , 0 , 0 , 878 , 19.0407 , 5 , 0.035142 , 0 , 0 , 1
Parada , ./data/Jabali/k2/70_2_0.93_1_9.svrp , 697.963 , 684.079 , 1.98931 , 0.07 , 9.618 , 2 , 693.372 , 4.59107 , 4.59107 , 4.59107 , 697.963 , 697.963 , 0 , 1691 , 268 , 0.457248 , 0 , 0 , 299 , 5.06149 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k2/70_2_0.93_1_9.svrp , 697.963 , 686.356 , 1.66305 , 0.53 , 10.109 , 2 , 693.372 , 4.59107 , 4.59107 , 4.59107 , 697.963 , 697.963 , 0 , 726 , 447 , 0.460379 , 0 , 0 , 114 , 2.04443 , 51 , 0.112753 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k2/70_2_0.93_1_9.svrp , 697.963 , 686.962 , 1.57625 , 0.519 , 10.328 , 2 , 693.372 , 4.59107 , 4.59107 , 4.59107 , 697.963 , 697.963 , 0 , 870 , 469 , 0.566777 , 0 , 0 , 133 , 2.46024 , 51 , 0.106123 , 0 , 0 , 1
Parada , ./data/Jabali/k2/70_2_0.95_1_0.svrp , 728.594 , 713.172 , 2.11673 , 0.088 , 32.051 , 2 , 717.379 , 11.2154 , 11.2154 , 12.43 , 728.594 , 728.594 , 0 , 4827 , 1294 , 3.05461 , 0 , 0 , 530 , 10.0884 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k2/70_2_0.95_1_0.svrp , 728.594 , 713.304 , 2.09852 , 0.191 , 16.522 , 2 , 717.379 , 11.2154 , 11.2154 , 12.43 , 728.594 , 728.594 , 0 , 2481 , 891 , 1.22354 , 0 , 0 , 340 , 5.03441 , 6 , 0.044702 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k2/70_2_0.95_1_0.svrp , 728.594 , 713.304 , 2.09852 , 0.218 , 16.507 , 2 , 717.379 , 11.2154 , 11.2154 , 12.43 , 728.594 , 728.594 , 0 , 2481 , 891 , 1.22867 , 0 , 0 , 340 , 5.02061 , 6 , 0.050136 , 0 , 0 , 1
Parada , ./data/Jabali/k2/70_2_0.95_1_1.svrp , 715.09 , 703.961 , 1.55628 , 0.113 , 14.57 , 2 , 705.788 , 9.3021 , 9.3021 , 10.8725 , 715.09 , 715.09 , 0 , 1771 , 559 , 0.867528 , 0 , 0 , 269 , 4.42144 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k2/70_2_0.95_1_1.svrp , 715.09 , 704.295 , 1.5096 , 0.588 , 3.999 , 2 , 705.788 , 9.30209 , 9.3021 , 10.8725 , 715.09 , 715.09 , 0 , 906 , 276 , 0.369876 , 0 , 0 , 51 , 1.60552 , 37 , 0.256784 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k2/70_2_0.95_1_1.svrp , 715.09 , 704.955 , 1.41722 , 0.58 , 5.723 , 2 , 705.788 , 9.3021 , 9.3021 , 10.8725 , 715.09 , 715.09 , 0 , 1235 , 352 , 0.440453 , 0 , 0 , 99 , 2.31876 , 37 , 0.254374 , 0 , 0 , 1
Parada , ./data/Jabali/k2/70_2_0.95_1_2.svrp , 690.814 , 668.089 , 3.28959 , 0.071 , 59.353 , 2 , 674.243 , 16.5701 , 16.5701 , 20.0443 , 690.814 , 690.814 , 0 , 10738 , 695 , 3.20462 , 0 , 0 , 1273 , 26.5019 , 0 , 0 , 0 , 0 , 1
